"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Primary Source","Activity Status","Deactivation Date","Population Served Count","Rule Name","Violation Code","Violation Type","Violation Category Code","Is Health Based","Contaminant Name","Compliance Period Begin Date","Compliance Period End Date","Compliance Status","RTC Date","Enforcement Action Type Code","Enforcement Action Description","Is Major Violation","Severity Indicator Count","Public Notification Tier","Violation First Reported Date"
"VT0005262","EAST CALAIS FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","200","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","24-FEB-2017"
"VT0005324","OKEMO VILLAGE CONDOMINIUMS","Region 1","Vermont","Community water system","State","Ground water","Active","-","180","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","24-FEB-2017"
"VT0005002","BRISTOL WATER DEPT","Region 1","Vermont","Community water system","State","Ground water","Active","-","1,900","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIF","State Public Notification received","-","-","3","24-FEB-2017"
"VT0006098","LEICESTER CENTRAL SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","115","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Returned to Compliance","07-JUN-2017","SOX","State Compliance achieved","-","-","3","24-FEB-2017"
"VT0006627","BARSTOW MEMORIAL SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","250","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Returned to Compliance","08-JUN-2017","SOX","State Compliance achieved","-","-","3","24-FEB-2017"
"VT0005120","FRANKLIN WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","400","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","24-FEB-2017"
"VT0005404","WOODSIDE MANOR","Region 1","Vermont","Community water system","State","Ground water","Active","-","240","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIF","State Public Notification received","-","-","3","24-FEB-2017"
"VT0020000","LYMAN MEADOWS","Region 1","Vermont","Community water system","State","Ground water","Active","-","212","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Returned to Compliance","15-JUN-2017","SOX","State Compliance achieved","-","-","3","24-FEB-2017"
"VT0006671","CALAIS ELEMENTARY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","165","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","24-FEB-2017"
"VT0020152","SUDBURY COUNTRY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","48","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Returned to Compliance","07-JUN-2017","SOX","State Compliance achieved","-","-","3","24-FEB-2017"
"VT0005603","WINTERGREEN AT KILLINGTON","Region 1","Vermont","Community water system","State","Ground water","Active","-","50","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","24-FEB-2017"
"VT0020637","GRAND SUMMIT HOTEL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","800","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","24-FEB-2017"
"VT0020731","MOUNTAIN PARK","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","679","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","24-FEB-2017"
"VT0021076","BURDICK MHP","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","25","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","24-FEB-2017"
"VT0020092","STERLING VIEW SENIOR MHP","Region 1","Vermont","Community water system","State","Ground water","Active","-","290","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIF","State Public Notification received","-","-","3","24-FEB-2017"
"VT0005052","FERNWOOD MANOR MHP","Region 1","Vermont","Community water system","State","Ground water","Active","-","250","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2016","-","Open","-","SIF","State Public Notification received","-","-","3","24-FEB-2017"
"VT0021311","NVRH WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Surface water purchased","Active","-","125","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","06-SEP-2016","-","Returned to Compliance","20-SEP-2016","SOX","State Compliance achieved","-","-","2","17-NOV-2016"
"VT0005584","PARSON HILL PARTNERSHIP","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","32","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","12-JUL-2016","-","Returned to Compliance","30-DEC-2016","SOX","State Compliance achieved","-","-","2","17-NOV-2016"
"VT0005630","GREENSPRINGS","Region 1","Vermont","Community water system","State","Ground water","Active","-","485","Lead and Copper Rule","59","WQP Entry Point/Tap Treatment Technique Non-Compliance","TT","Y","Lead and Copper Rule","01-JUL-2016","31-DEC-2016","Returned to Compliance","02-FEB-2017","SOX","State Compliance achieved","-","-","2","24-FEB-2017"
"VT0005555","WEST BURKE HOUSING","Region 1","Vermont","Community water system","State","Ground water","Active","-","40","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2016","-","Open","-","SIF","State Public Notification received","-","-","3","17-NOV-2016"
"VT0021515","NORTHWOODS VILLAGE APARTMENTS","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","130","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","17-NOV-2016"
"VT0021480","LAWRENCE SCHOOL FOR YOUNG CHILDREN, THE","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","47","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","17-NOV-2016"
"VT0005382","EDGEMONT CONDOMINIUMS","Region 1","Vermont","Community water system","State","Ground water","Active","-","108","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","17-NOV-2016"
"VT0021339","SMUGGLERS OPERATIONS CENTER","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","70","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2016","-","Returned to Compliance","26-JAN-2017","SOX","State Compliance achieved","-","-","3","17-NOV-2016"
"VT0005584","PARSON HILL PARTNERSHIP","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","32","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JUL-2016","01-OCT-2016","Returned to Compliance","30-DEC-2016","SOX","State Compliance achieved","-","-","3","17-NOV-2016"
"VT0005115","EAST BERKSHIRE FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Groundwater under influence of surface water","Active","-","184","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","17-NOV-2016"
"VT0005452","KURN HATTIN BOYS SCHOOL","Region 1","Vermont","Community water system","State","Ground water","Active","-","200","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2016","-","Returned to Compliance","09-SEP-2016","SOX","State Compliance achieved","-","-","3","17-NOV-2016"
"VT0021349","802 TOYOTA","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","51","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","22-APR-2016","-","Returned to Compliance","22-NOV-2016","SOX","State Compliance achieved","-","-","2","31-AUG-2016"
"VT0020790","BIRCH LANDING CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","82","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","13-APR-2016","-","Returned to Compliance","09-MAY-2016","SOX","State Compliance achieved","-","-","2","31-AUG-2016"
"VT0005542","SNOWTREE CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","302","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","11-APR-2016","-","Returned to Compliance","12-APR-2016","SFJ","State Formal Notice of Violation issued","-","-","2","31-AUG-2016"
"VT0005382","EDGEMONT CONDOMINIUMS","Region 1","Vermont","Community water system","State","Ground water","Active","-","108","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","11-APR-2016","-","Open","-","SFJ","State Formal Notice of Violation issued","-","-","2","31-AUG-2016"
"VT0021349","802 TOYOTA","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","51","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-APR-2016","01-JUL-2016","Returned to Compliance","22-NOV-2016","SOX","State Compliance achieved","-","-","3","31-AUG-2016"
"VT0020898","VERMONT CASTINGS FOUNDRY WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","110","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","24-FEB-2016","-","Returned to Compliance","05-APR-2016","SOX","State Compliance achieved","-","-","3","26-MAY-2016"
"VT0005240","HEMLOCK RIDGE CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","63","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","24-FEB-2016","-","Open","-","SFJ","State Formal Notice of Violation issued","-","-","2","26-MAY-2016"
"VT0005240","HEMLOCK RIDGE CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","63","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","24-FEB-2016","-","Open","-","SFJ","State Formal Notice of Violation issued","-","-","2","26-MAY-2016"
"VT0020898","VERMONT CASTINGS FOUNDRY WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","110","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","24-FEB-2016","-","Returned to Compliance","05-APR-2016","SOX","State Compliance achieved","-","-","2","26-MAY-2016"
"VT0020898","VERMONT CASTINGS FOUNDRY WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","110","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","24-FEB-2016","-","Returned to Compliance","02-SEP-2016","SOX","State Compliance achieved","-","-","2","26-MAY-2016"
"VT0020872","NEWMONT SLATE COMPANY","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","30","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-JAN-2016","-","Open","-","SIE","State Public Notification requested","-","-","2","15-MAY-2017"
"VT0021340","BORDER PATROL STATION SWANTON","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","112","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2016","-","Open","-","SIE","State Public Notification requested","-","-","3","04-MAR-2016"
"VT0021349","802 TOYOTA","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","51","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2016","-","Returned to Compliance","19-AUG-2016","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0000756","KILLINGTON SCHOOL OF RESORT MGMT FOR GMC","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","35","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2016","-","Returned to Compliance","01-APR-2016","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0005629","WINHALL ACRES","Region 1","Vermont","Community water system","State","Ground water","Active","-","84","Lead and Copper Rule","59","WQP Entry Point/Tap Treatment Technique Non-Compliance","TT","Y","Lead and Copper Rule","01-JAN-2016","30-JUN-2016","Returned to Compliance","10-NOV-2016","SOX","State Compliance achieved","-","-","2","31-AUG-2016"
"VT0021492","MCCUIN WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","24-MAY-2016","60","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2016","-","System Inactive","24-MAY-2016","SO0","State no longer subject to Rule","-","-","3","04-MAR-2016"
"VT0008341","MOUNTAIN MARKETPLACE","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","72","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-2016","-","Returned to Compliance","18-FEB-2016","SIE","State Public Notification requested","-","-","2","17-NOV-2016"
"VT0021129","VERMONT COUNTRY STORE - ROCKINGHAM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","65","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2016","-","Returned to Compliance","08-DEC-2016","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0020790","BIRCH LANDING CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","82","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2016","30-JUN-2016","Returned to Compliance","09-MAY-2016","SOX","State Compliance achieved","-","-","3","31-AUG-2016"
"VT0020842","HILAND HALL SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","30","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","03-APR-2017","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0020763","ST GEORGE TOWN CENTER ASSOC","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","25","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","03-APR-2017","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0020348","QUADRA TEK","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","35","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","12-SEP-2016","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0000196","CORTINA INN  RESORT","Region 1","Vermont","Transient non-community system","State","Ground water","Active","-","616","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","22-SEP-2016","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0020999","DELTA INDUSTRIES LLC","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","120","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Open","-","SIE","State Public Notification requested","-","-","3","04-MAR-2016"
"VT0005120","FRANKLIN WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","400","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Open","-","SIF","State Public Notification received","-","-","3","04-MAR-2016"
"VT0020774","HARTLAND TOWN ACTIVITY CENTER","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","50","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","03-APR-2017","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0020184","BENNINGTON COLLEGE","Region 1","Vermont","Community water system","State","Surface water purchased","Active","-","1,000","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","03-APR-2017","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0005379","RHODESIDE ACRES","Region 1","Vermont","Community water system","State","Ground water","Active","-","65","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","18-JAN-2017","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0020875","MARLBORO COLLEGE CORP","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","40","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","03-APR-2017","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0005048","SUTTON WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","185","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","17-NOV-2016","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0006085","WEYBRIDGE ELEMENTARY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","136","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","03-APR-2017","SOX","State Compliance achieved","-","-","3","04-MAR-2016"
"VT0020475","BLUE CROSS BLUE SHIELD OF VERMONT","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Changed from public to non-public","09-JAN-2017","350","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2015","-","Returned to Compliance","08-FEB-2017","SO0","State no longer subject to Rule","-","-","3","04-MAR-2016"
"VT0005571","TELEMARK VILLAGE","Region 1","Vermont","Community water system","State","Ground water","Active","-","82","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","10-FEB-2015","-","Returned to Compliance","16-APR-2015","SOX","State Compliance achieved","-","-","2","22-JUN-2015"
"VT0005571","TELEMARK VILLAGE","Region 1","Vermont","Community water system","State","Ground water","Active","-","82","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","10-FEB-2015","-","Returned to Compliance","06-AUG-2015","SOX","State Compliance achieved","-","-","2","22-JUN-2015"
"VT0005571","TELEMARK VILLAGE","Region 1","Vermont","Community water system","State","Ground water","Active","-","82","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","10-FEB-2015","-","Returned to Compliance","20-MAR-2015","SOX","State Compliance achieved","-","-","3","22-JUN-2015"
"VT0020472","WALDEN SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","160","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","05-JAN-2017","SOX","State Compliance achieved","-","-","3","22-JUN-2015"
"VT0005238","PICO VILLAGE WATER CORP","Region 1","Vermont","Community water system","State","Ground water","Active","-","89","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","18-JUL-2016","SOX","State Compliance achieved","-","-","3","22-JUN-2015"
"VT0021129","VERMONT COUNTRY STORE - ROCKINGHAM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","65","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","21-APR-2016","SOX","State Compliance achieved","-","-","3","22-JUN-2015"
"VT0020898","VERMONT CASTINGS FOUNDRY WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","110","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","06-JAN-2017","SOX","State Compliance achieved","-","-","3","31-AUG-2015"
"VT0020751","EARLY EDUCATION SERVICES","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","44","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","06-JAN-2017","SOX","State Compliance achieved","-","-","3","31-AUG-2015"
"VT0005571","TELEMARK VILLAGE","Region 1","Vermont","Community water system","State","Ground water","Active","-","82","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2015","31-MAR-2015","Returned to Compliance","06-AUG-2015","SOX","State Compliance achieved","-","-","3","27-NOV-2015"
"VT0005583","SMITH HAVEN CENTER","Region 1","Vermont","Community water system","State","Ground water","Active","-","36","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","06-JAN-2017","SOX","State Compliance achieved","-","-","3","31-AUG-2015"
"VT0005185","WASHINGTON FIRE DISTRICT","Region 1","Vermont","Community water system","State","Ground water","Active","-","170","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","05-JAN-2017","SOX","State Compliance achieved","-","-","3","22-JUN-2015"
"VT0020872","NEWMONT SLATE COMPANY","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","30","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","06-JAN-2017","SOX","State Compliance achieved","-","-","3","22-JUN-2015"
"VT0021486","WOLCOTT MENNONITE CHURCH","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","88","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","02-SEP-2016","SOX","State Compliance achieved","-","-","3","31-AUG-2015"
"VT0005281","MOUNTAIN WATER COMPANY","Region 1","Vermont","Community water system","State","Surface water","Active","-","2,400","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","06-JAN-2017","SOX","State Compliance achieved","-","-","3","31-AUG-2015"
"VT0021405","GIFFORD MEDICAL KINGWOOD BUILDING","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","162","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","06-JAN-2017","SOX","State Compliance achieved","-","-","3","22-JUN-2015"
"VT0021473","NORTH COUNTRY ENGINEERING","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","50","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2015","-","Returned to Compliance","06-JAN-2017","SOX","State Compliance achieved","-","-","3","22-JUN-2015"
