"EPA Region","Submission Year","Submission Quarter","PWS ID","PWS Name","Primacy Agency Code","Contaminant Name","Sample Measure (mg/L)","Sampling Start Date","Sampling End Date","PWS Activity Code","PWS Type Code","Owner Type Description","Primacy Type Description","Population Served Count","Primary Source Code","PWS Deactivation Date","Season Begin Date","Season End Date","Is Wholesaler Ind","Is School Or Daycare Ind","Service Connections Count"
"04","2017","3","AL0001047","FRISCO CITY WATER SYSTEM","AL","COPPER SUMMARY","2.41","01/01/2014","12/31/2016","A","CWS","Local government","State","2100","GW","-","-","-","N","N","700"
"04","2017","3","AL0001050","MEXIA WATER SYSTEM, INC.","AL","COPPER SUMMARY","6.78","01/01/2014","12/31/2016","A","CWS","Local government","State","2550","GW","-","-","-","N","N","850"
"09","2017","3","AZ0404233","SOLITUDE TRAILS DWID","AZ","COPPER SUMMARY","1.76","01/01/2016","12/31/2016","A","CWS","Private","State","90","GWP","-","-","-","N","N","75"
"09","2017","3","AZ0412348","TREE OF LIFE WATER SYSTEM","AZ","COPPER SUMMARY","1.6","01/01/2017","06/30/2017","A","NTNCWS","Local government","State","60","GW","-","01-01","12-31","N","N","2"
"09","2017","3","AZ0413036","JACKSON ACRES DWID","AZ","COPPER SUMMARY","2.08","01/01/2016","12/31/2016","A","CWS","Private","State","30","GW","-","-","-","N","N","15"
"09","2017","3","AZ0413202","COLDWATER CANYON 3","AZ","COPPER SUMMARY","1.35","01/01/2016","12/31/2018","A","CWS","Public/Private","State","86","GW","-","-","-","N","N","48"
"09","2017","3","AZ0414044","ANTELOPE UNION HIGH SCHOOL","AZ","COPPER SUMMARY","2.11","01/01/2016","12/31/2016","A","NTNCWS","Local government","State","375","SW","-","01-01","12-31","N","Y","17"
"09","2017","3","CA0400003","HARTLEY MUTUAL WATER SYSTEM","CA","COPPER SUMMARY","1.85","01/01/2017","12/31/2017","A","CWS","Local government","State","31","GW","-","-","-","N","N","16"
"09","2017","3","CA0900304","SILVERFORK SCHOOL (HEALTH)","CA","COPPER SUMMARY","1.85","01/01/2014","12/31/2016","A","NTNCWS","Local government","State","25","GW","-","01-01","12-31","N","Y","1"
"09","2017","3","CA0900659","SIERRA TAHOE MAIN LODGE","CA","COPPER SUMMARY","2.215","07/01/2016","12/31/2016","A","TNCWS","Private","State","500","GW","-","01-01","12-31","N","N","4"
"09","2017","3","CA0900659","SIERRA TAHOE MAIN LODGE","CA","COPPER SUMMARY","2.695","01/01/2017","06/30/2017","A","TNCWS","Private","State","500","GW","-","01-01","12-31","N","N","4"
"09","2017","3","CA0901217","BEAR STATE WATER WORKS","CA","COPPER SUMMARY","2.43","01/01/2014","12/31/2016","A","CWS","Private","State","100","GW","-","-","-","N","N","33"
"09","2017","3","CA1010501","NPS-GRANT GROVE","CA","COPPER SUMMARY","2.95","01/01/2016","12/31/2016","A","CWS","Federal government","State","2950","GW","-","-","-","N","N","100"
"09","2017","3","CA1200729","ORLEANS C.S.D.","CA","COPPER SUMMARY","350","01/01/2014","12/31/2016","A","CWS","Local government","State","430","SW","-","-","-","N","N","139"
"09","2017","3","CA1300616","PALO VERDE COUNTY WATER DIST.","CA","COPPER SUMMARY","4.05","01/01/2014","12/31/2016","A","CWS","Local government","State","410","GW","-","-","-","N","N","134"
"09","2017","3","CA1510039","CWS SOUTHLAKE SQUIRREL VALLEY SYSTEM","CA","COPPER SUMMARY","2.49","07/01/2016","12/31/2016","A","CWS","Private","State","2959","GW","-","-","-","N","N","1076"
"09","2017","3","CA1510043","CWS-ONYX WATER SYSTEM","CA","COPPER SUMMARY","1.5","07/01/2016","12/31/2016","A","CWS","Private","State","776","GW","-","-","-","N","N","192"
"09","2017","3","CA1900599","VALHALLA WATER ASSOCIATION","CA","COPPER SUMMARY","1.4","01/01/2016","12/31/2016","A","CWS","Private","State","25","GW","-","-","-","N","N","8"
"09","2017","3","CA2300638","WILDWOOD CAMPGROUND","CA","COPPER SUMMARY","2.225","01/01/2016","12/31/2016","A","CWS","Private","State","150","GW","-","-","-","N","N","50"
"09","2017","3","CA2400331","QUAIL H FARMS WATER SYSTEM","CA","COPPER SUMMARY","15","01/01/2017","06/30/2017","A","NTNCWS","Private","State","30","GW","-","01-01","12-31","N","N","2"
"09","2017","3","CA2700511","NORMCO WC","CA","COPPER SUMMARY","1.45","01/01/2017","06/30/2017","A","CWS","Private","State","928","GW","-","-","-","N","N","272"
"09","2017","3","CA2700523","CALERA CANYON HEIGHTS HOA","CA","COPPER SUMMARY","2.25","01/01/2017","06/30/2017","A","CWS","Private","State","39","GW","-","-","-","N","N","17"
"09","2017","3","CA2700612","LAGUNA SECA WC","CA","COPPER SUMMARY","2.11","01/01/2017","06/30/2017","A","CWS","Private","State","162","GW","-","-","-","N","N","58"
"09","2017","3","CA2700612","LAGUNA SECA WC","CA","COPPER SUMMARY","2.3","07/01/2016","12/31/2016","A","CWS","Private","State","162","GW","-","-","-","N","N","58"
"09","2017","3","CA2701221","WASHINGTON  SCHOOL WS","CA","COPPER SUMMARY","2.9","07/01/2016","12/31/2016","A","NTNCWS","Local government","State","250","GW","-","01-01","12-31","N","Y","1"
"09","2017","3","CA2701822","ROBLEY PROPERTY MWS","CA","COPPER SUMMARY","3.7","01/01/2017","06/30/2017","A","CWS","Private","State","80","GW","-","-","-","N","N","33"
"09","2017","3","CA2701822","ROBLEY PROPERTY MWS","CA","COPPER SUMMARY","3.8","07/01/2016","12/31/2016","A","CWS","Private","State","80","GW","-","-","-","N","N","33"
"09","2017","3","CA2702315","CORRAL DE TIERRA COUNTRY CLUB WS","CA","COPPER SUMMARY","1.95","07/01/2016","12/31/2016","A","NTNCWS","Private","State","60","GW","-","01-01","12-31","N","N","1"
"09","2017","3","CA2702370","SPCA WS","CA","COPPER SUMMARY","1.51","01/01/2017","06/30/2017","A","NTNCWS","Private","State","50","GW","-","01-01","12-31","N","N","8"
"09","2017","3","CA2800521","CIRCLE OAKS WATER DISTRICT","CA","COPPER SUMMARY","1.6","01/01/2014","12/31/2016","A","CWS","Private","State","500","SW","-","-","-","N","N","190"
"09","2017","3","CA2800561","FREEMARK ABBEY PROPERTIES","CA","COPPER SUMMARY","1.5","01/01/2016","12/31/2016","A","NTNCWS","Private","State","1000","GW","-","01-01","12-31","N","N","3"
"09","2017","3","CA2801011","DOMAINE CARNEROS","CA","COPPER SUMMARY","1.4","01/01/2017","12/31/2017","A","NTNCWS","Private","State","25","GW","-","01-01","12-31","N","N","1"
"09","2017","3","CA2900535","PLEASANT RIDGE SCHOOL","CA","COPPER SUMMARY","203","01/01/2014","12/31/2016","A","NTNCWS","Local government","State","120","GW","-","01-01","12-31","N","Y","4"
"09","2017","3","CA3310020","INDIO WATER AUTHORITY","CA","COPPER SUMMARY","140","01/01/2014","12/31/2016","A","CWS","Local government","State","88411","GW","-","-","-","N","N","22621"
"09","2017","3","CA3400456","STAFFORD MEAT COMPANY","CA","COPPER SUMMARY","2.9","01/01/2014","12/31/2016","A","NTNCWS","Private","State","40","GW","-","01-01","12-31","Y","N","1"
"09","2017","3","CA3500913","EARTHBOUND FARM","CA","COPPER SUMMARY","1.7","01/01/2017","06/30/2017","A","NTNCWS","Private","State","925","GW","-","01-01","12-31","N","N","10"
"09","2017","3","CA3500913","EARTHBOUND FARM","CA","COPPER SUMMARY","1.5","01/01/2016","12/31/2016","A","NTNCWS","Private","State","925","GW","-","01-01","12-31","N","N","10"
"09","2017","3","CA3600283","DEPARTMENT OF WATER AND POWER","CA","COPPER SUMMARY","1.4","01/01/2014","12/31/2016","A","CWS","Local government","State","147","GW","-","-","-","N","N","84"
"09","2017","3","CA3610030","MARIANA RANCHOS CWD","CA","COPPER SUMMARY","290","01/01/2014","12/31/2016","A","CWS","Local government","State","1386","GW","-","-","-","N","N","420"
"09","2017","3","CA3710034","OTAY WATER DISTRICT","CA","COPPER SUMMARY","319","07/01/2016","12/31/2016","A","CWS","Local government","State","223754","SWP","-","-","-","N","N","48670"
"09","2017","3","CA3710051","DHS BOULEVARD BORDER PATROL","CA","COPPER SUMMARY","1.43","07/01/2016","12/31/2016","A","NTNCWS","Federal government","State","100","GW","-","01-01","12-31","N","N","4"
"09","2017","3","CA4000689","SYCAMORE MINERAL SPRINGS RESORT","CA","COPPER SUMMARY","1.49","01/01/2015","12/31/2023","A","NTNCWS","Private","State","200","GW","-","01-01","12-31","N","N","1"
"09","2017","3","CA4010002","ATASCADERO MUTUAL WATER CO","CA","COPPER SUMMARY","1.6","01/01/2016","12/31/2016","A","CWS","Private","State","31536","SWP","-","-","-","N","N","10742"
"09","2017","3","CA4100555","PORTOLA IMPROVEMENT ASSOCIATION","CA","COPPER SUMMARY","1.35","01/01/2016","12/31/2016","A","CWS","Private","State","100","GW","-","-","-","N","N","35"
"09","2017","3","CA4100603","COSTANOA CAMPGROUND","CA","COPPER SUMMARY","3.879","01/01/2014","12/31/2016","A","NTNCWS","Private","State","33","GW","-","01-01","12-31","N","N","96"
"09","2017","3","CA4400559","SUMMIT MUTUAL WATER COMPANY","CA","COPPER SUMMARY","1.45","01/01/2008","12/31/2016","A","CWS","Private","State","140","SW","-","-","-","N","N","55"
"09","2017","3","CA4400559","SUMMIT MUTUAL WATER COMPANY","CA","COPPER SUMMARY","1.45","01/01/2014","12/31/2016","A","CWS","Private","State","140","SW","-","-","-","N","N","55"
"09","2017","3","CA4400572","FERN GROVE WATER CLUB","CA","COPPER SUMMARY","1.4","01/01/2017","12/31/2019","A","CWS","Private","State","65","GW","-","-","-","N","N","67"
"09","2017","3","CA4400754","MONTE VISTA CHRISTIAN SCHOOL","CA","COPPER SUMMARY","1.7","01/01/2014","12/31/2022","A","NTNCWS","Private","State","200","GW","-","01-01","12-31","N","Y","1"
"09","2017","3","CA4500149","REDDING TRAVEL CENTER","CA","COPPER SUMMARY","3.25","01/01/2014","12/31/2016","A","NTNCWS","Private","State","120","GW","-","01-01","12-31","N","N","1"
"09","2017","3","CA4810026","SID - PEABODY","CA","COPPER SUMMARY","98","01/01/2014","12/31/2016","A","CWS","Local government","State","66","SWP","-","-","-","N","N","20"
"09","2017","3","CA4900637","MAGIC MOUNTAIN MUTUAL WATER COMPANY","CA","COPPER SUMMARY","2.5","07/01/2016","12/31/2016","A","CWS","Private","State","100","GW","-","-","-","N","N","67"
"09","2017","3","CA4900699","OLIVET ELEMENTARY SCHOOL","CA","COPPER SUMMARY","2.2","01/01/2014","12/31/2016","A","NTNCWS","Local government","State","400","GW","-","01-01","12-31","N","Y","6"
"09","2017","3","CA4901214","ADOBE CHRISTIAN CHURCH","CA","COPPER SUMMARY","1.6","01/01/2017","06/30/2017","A","NTNCWS","Private","State","50","GW","-","01-01","12-31","N","Y","2"
"09","2017","3","CA4901382","CHILDKIND LAGUNA PRESCHOOL","CA","COPPER SUMMARY","5.6","01/01/2017","06/30/2017","A","NTNCWS","Private","State","40","GW","-","01-01","12-31","N","Y","2"
"09","2017","3","CA4910021","BODEGA BAY PUBLIC UTILITY DISTRICT","CA","COPPER SUMMARY","1.4","01/01/2017","06/30/2017","A","CWS","Local government","State","2625","GW","-","-","-","N","N","1058"
"09","2017","3","CA4910021","BODEGA BAY PUBLIC UTILITY DISTRICT","CA","COPPER SUMMARY","1.6","01/01/2016","12/31/2016","A","CWS","Local government","State","2625","GW","-","-","-","N","N","1058"
"09","2017","3","CA5400506","NORTH KAWEAH MWC","CA","COPPER SUMMARY","2.5","07/01/2016","12/31/2016","A","CWS","Private","State","300","GU","-","-","-","N","N","64"
"08","2017","3","CO0104393","CROWLEY RANCH RESERVE","CO","COPPER SUMMARY","1.44","01/01/2017","06/30/2017","A","CWS","Private","State","43","GU","-","-","-","N","N","13"
"08","2017","3","CO0107401","JAMESTOWN TOWN OF","CO","COPPER SUMMARY","1.83","07/01/2017","12/31/2017","A","CWS","Local government","State","324","SW","-","-","-","N","N","110"
"08","2017","3","CO0107719","SPRING VALLEY MUTUAL WA","CO","COPPER SUMMARY","2.26","01/01/2014","12/31/2016","A","CWS","Private","State","100","GW","-","-","-","N","N","36"
"08","2017","3","CO0115726","STUCKER MESA DOMESTIC WC","CO","COPPER SUMMARY","1.87","01/01/2017","06/30/2017","A","CWS","Private","State","36","GU","-","-","-","N","N","11"
"08","2017","3","CO0121850","WALDEN WSD","CO","COPPER SUMMARY","1.43","01/01/2014","12/31/2016","A","CWS","Local government","State","1160","GW","-","-","-","N","N","287"
"08","2017","3","CO0123860","WOODEN DEER HOA","CO","COPPER SUMMARY","3.32","01/01/2014","12/31/2016","A","CWS","Private","State","36","GW","-","-","-","N","N","11"
"08","2017","3","CO0125518","MORAINE PARK WS","CO","COPPER SUMMARY","1.693","01/01/2017","06/30/2017","A","CWS","Private","State","100","GW","-","-","-","N","N","40"
"08","2017","3","CO0125518","MORAINE PARK WS","CO","COPPER SUMMARY","1.52","01/01/2014","12/31/2016","A","CWS","Private","State","100","GW","-","-","-","N","N","40"
"08","2017","3","CO0126718","OXBOW MINING WW","CO","COPPER SUMMARY","4.13","01/01/2014","12/31/2016","A","CWS","Local government","State","7","GU","-","-","-","N","N","15"
"08","2017","3","CO0149613","WEST RANCH SUBD","CO","COPPER SUMMARY","2.24","01/01/2016","12/31/2016","A","CWS","Local government","State","28","GW","-","-","-","N","N","10"
"08","2017","3","CO0149613","WEST RANCH SUBD","CO","COPPER SUMMARY","1.64","01/01/2017","06/30/2017","A","CWS","Local government","State","28","GW","-","-","-","N","N","10"
"08","2017","3","CO0154609","PHIPPSBURG TOWN OF","CO","COPPER SUMMARY","1.5","01/01/2017","06/30/2017","A","CWS","Local government","State","200","GU","-","-","-","N","N","115"
"08","2017","3","CO0160175","FLORISSANT WSD","CO","COPPER SUMMARY","1.45","07/01/2016","12/31/2016","A","CWS","Local government","State","250","GU","-","-","-","N","N","87"
"08","2017","3","CO0160295","DIVIDE MPC MD NO 1","CO","COPPER SUMMARY","1.5","07/01/2016","12/31/2016","A","CWS","Local government","State","679","GW","-","-","-","N","N","67"
"08","2017","3","CO0160950","WOODLAND WEST WUA","CO","COPPER SUMMARY","1.66","01/01/2016","12/31/2016","A","CWS","Local government","State","250","GWP","-","-","-","N","N","131"
"08","2017","3","CO0210017","MILL CREEK WIA","CO","COPPER SUMMARY","3.53","07/01/2016","12/31/2016","A","CWS","Private","State","67","SW","-","-","-","N","N","40"
"08","2017","3","CO0221302","GATEWAY CHILDCARE AND PRESCHOOL","CO","COPPER SUMMARY","1.79","07/01/2016","12/31/2016","A","NTNCWS","Private","State","270","GW","-","01-01","12-31","N","Y","1"
"08","2017","3","CO0221421","BLACK FOREST COMMUNITY CHURCH","CO","COPPER SUMMARY","1.67","01/01/2017","06/30/2017","A","NTNCWS","Private","State","39","GW","-","01-01","12-31","N","Y","3"
"08","2017","3","CO0221421","BLACK FOREST COMMUNITY CHURCH","CO","COPPER SUMMARY","2.05","01/01/2016","12/31/2016","A","NTNCWS","Private","State","39","GW","-","01-01","12-31","N","Y","3"
"08","2017","3","CO0221810","SCHOOL IN THE WOODS ACAD SD20","CO","COPPER SUMMARY","1.7","01/01/2014","12/31/2016","A","NTNCWS","Private","State","110","GW","-","01-01","12-31","N","Y","1"
"08","2017","3","CO0235666","RAVENCREST CHALET","CO","COPPER SUMMARY","1.79","01/01/2017","06/30/2017","A","NTNCWS","Private","State","90","GW","-","01-01","12-31","N","N","7"
"08","2017","3","CO0251466","LAKE PUEBLO STATE PARK","CO","COPPER SUMMARY","1.5","01/01/2017","12/31/2017","A","NTNCWS","State government","State","4695","SWP","-","01-01","12-31","N","N","33"
"08","2017","3","CO0262622","PRAIRIE ELEM AT NEW RAYMER","CO","COPPER SUMMARY","1.5","01/01/2016","12/31/2016","A","NTNCWS","Local government","State","275","GW","-","08-01","05-31","N","Y","1"
"08","2017","3","CO0262622","PRAIRIE ELEM AT NEW RAYMER","CO","COPPER SUMMARY","3.05","01/01/2014","12/31/2016","A","NTNCWS","Local government","State","275","GW","-","08-01","05-31","N","Y","1"
"01","2017","3","CT0081143","THE GRADUATE INSTITUTE","CT","COPPER SUMMARY","2.7","01/01/2017","12/31/2017","A","NTNCWS","Private","State","180","GW","-","01-01","12-31","N","N","1"
"01","2017","3","CT0120424","THE CARLYLE JOHNSON MACHINE COMPANY","CT","COPPER SUMMARY","2.6","01/01/2014","12/31/2016","A","NTNCWS","Private","State","42","GW","-","01-01","12-31","N","N","1"
"01","2017","3","CT0270051","NOD HILL APARTMENTS","CT","COPPER SUMMARY","2.17","07/01/2016","12/31/2016","A","CWS","Private","State","48","GW","-","-","-","N","N","20"
"01","2017","3","CT0270051","NOD HILL APARTMENTS","CT","COPPER SUMMARY","1.52","01/01/2017","06/30/2017","A","CWS","Private","State","48","GW","-","-","-","N","N","20"
"01","2017","3","CT0419043","KINDERCARE LEARNING CORP OF MOODUS","CT","COPPER SUMMARY","2.29","01/01/2014","12/31/2016","A","NTNCWS","Private","State","100","GW","-","01-01","12-31","N","Y","2"
"01","2017","3","CT0420902","EAST HAMPTON HIGH SCHOOL","CT","COPPER SUMMARY","1.46","01/01/2017","06/30/2017","A","NTNCWS","Local government","State","540","GW","-","01-01","12-31","N","Y","1"
"01","2017","3","CT0420902","EAST HAMPTON HIGH SCHOOL","CT","COPPER SUMMARY","1.61","07/01/2016","12/31/2016","A","NTNCWS","Local government","State","540","GW","-","01-01","12-31","N","Y","1"
"01","2017","3","CT0480062","CRYSTAL LAKE SCHOOL","CT","COPPER SUMMARY","1.71","01/01/2016","12/31/2016","A","NTNCWS","Local government","State","275","GW","-","01-01","12-31","N","Y","2"
"01","2017","3","CT0530343","FRANKLIN COMMONS","CT","COPPER SUMMARY","1.7","07/01/2016","12/31/2016","A","NTNCWS","Private","State","50","GW","-","01-01","12-31","N","N","2"
"01","2017","3","CT0570363","THE STANWICH SCHOOL","CT","COPPER SUMMARY","1.47","07/01/2016","12/31/2016","A","NTNCWS","Private","State","150","GW","-","01-01","12-31","N","Y","2"
"01","2017","3","CT0570363","THE STANWICH SCHOOL","CT","COPPER SUMMARY","2.01","01/01/2017","06/30/2017","A","NTNCWS","Private","State","150","GW","-","01-01","12-31","N","Y","2"
"01","2017","3","CT0570363","THE STANWICH SCHOOL","CT","COPPER SUMMARY","1.47","07/01/2016","12/31/2016","A","NTNCWS","Private","State","150","GW","-","01-01","12-31","N","Y","2"
"01","2017","3","CT0779073","BIRCH MOUNTAIN DAY SCHOOL","CT","COPPER SUMMARY","5.43","01/01/2014","12/31/2016","A","NTNCWS","Private","State","83","GW","-","01-01","12-31","N","Y","1"
"01","2017","3","CT0839053","KLEEN ENERGY SYSTEMS INC","CT","COPPER SUMMARY","6.9","07/01/2016","12/31/2016","A","NTNCWS","Private","State","50","GW","-","01-01","12-31","N","N","4"
