"EPA Region","Submission Year","Submission Quarter","PWS ID","PWS Name","Primacy Agency Code","Contaminant Name","Sample Measure (mg/L)","Sampling Start Date","Sampling End Date","PWS Activity Code","PWS Type Code","Owner Type Description","Primacy Type Description","Population Served Count","Primary Source Code","PWS Deactivation Date","Season Begin Date","Season End Date","Is Wholesaler Ind","Is School Or Daycare Ind","Service Connections Count"
"10","2017","2","AK2280163","TAKOTNA WATER SYSTEM","AK","COPPER SUMMARY","1.974","01/01/2013","12/31/2015","A","CWS","Native American","State","70","SW","-","-","-","N","N","7"
"10","2017","2","AK2280302","CROOKED CREEK WATERING POINT","AK","COPPER SUMMARY","2.65","07/01/2016","12/31/2016","A","CWS","Native American","State","147","GW","-","-","-","N","N","3"
"10","2017","2","AK2291504","GLENNALLEN HEIGHTS GHWSA","AK","COPPER SUMMARY","1.442","01/01/2014","12/31/2016","A","CWS","Private","State","32","GW","-","-","-","N","N","12"
"10","2017","2","AK2292099","ALASKA BIBLE COLLEGE","AK","COPPER SUMMARY","1.3655","01/01/2014","12/31/2016","A","CWS","Private","State","50","GW","-","-","-","N","N","18"
"10","2017","2","AK2299001","CRBRHA CHITINA HUD HOUSING","AK","COPPER SUMMARY","2.6","01/01/2014","12/31/2016","A","CWS","Public/Private","State","50","GW","-","-","-","N","N","15"
"10","2017","2","AK2300206","YKSD - ALLAKAKET SCHOOL","AK","COPPER SUMMARY","1.83","01/01/2015","12/31/2015","A","NTNCWS","Local government","State","52","GU","-","08-15","05-15","N","Y","4"
"10","2017","2","AK2300248","VENETIE WATER SYSTEM","AK","COPPER SUMMARY","3.115","01/01/2012","12/31/2014","A","CWS","Local government","State","181","GU","-","-","-","N","N","3"
"10","2017","2","AK2340141","LITTLE DIOMEDE WATER SUPPLY","AK","COPPER SUMMARY","4.1","07/01/2016","12/31/2016","A","CWS","Native American","State","184","SW","-","-","-","N","N","5"
"10","2017","2","AK2340141","LITTLE DIOMEDE WATER SUPPLY","AK","COPPER SUMMARY","1.505","01/01/2015","12/31/2015","A","CWS","Native American","State","184","SW","-","-","-","N","N","5"
"10","2017","2","AK2340141","LITTLE DIOMEDE WATER SUPPLY","AK","COPPER SUMMARY","2.5","01/01/2016","06/30/2016","A","CWS","Native American","State","184","SW","-","-","-","N","N","5"
"10","2017","2","AK2340222","DEERING UTILITY SYSTEM","AK","COPPER SUMMARY","1.54","07/01/2016","12/31/2016","A","CWS","Local government","State","150","SW","-","-","-","N","N","3"
"10","2017","2","AK2340222","DEERING UTILITY SYSTEM","AK","COPPER SUMMARY","2.55","07/01/2015","12/31/2015","A","CWS","Local government","State","150","SW","-","-","-","N","N","3"
"10","2017","2","AK2340248","BERING ST SD - TELLER SC/WASH","AK","COPPER SUMMARY","1.78","07/01/2016","12/31/2016","A","CWS","Local government","State","295","SW","-","-","-","N","N","1"
"10","2017","2","AK2340248","BERING ST SD - TELLER SC/WASH","AK","COPPER SUMMARY","2.361","07/01/2014","12/31/2014","A","CWS","Local government","State","295","SW","-","-","-","N","N","1"
"10","2017","2","AK2340248","BERING ST SD - TELLER SC/WASH","AK","COPPER SUMMARY","1.83","01/01/2015","06/30/2015","A","CWS","Local government","State","295","SW","-","-","-","N","N","1"
"10","2017","2","AK2340379","SELAWIK SAFEWATER FACILITY","AK","COPPER SUMMARY","2.48","07/01/2014","12/31/2014","A","CWS","Local government","State","846","SW","-","-","-","N","N","102"
"10","2017","2","AK2340387","UNALAKLEET CITY WATER SUPPLY","AK","COPPER SUMMARY","3.61","01/01/2014","12/31/2016","A","CWS","Local government","State","757","GU","-","-","-","N","N","245"
"10","2017","2","AK2340387","UNALAKLEET CITY WATER SUPPLY","AK","COPPER SUMMARY","2.31","07/01/2014","12/31/2014","A","CWS","Local government","State","757","GU","-","-","-","N","N","245"
"10","2017","2","AK2340387","UNALAKLEET CITY WATER SUPPLY","AK","COPPER SUMMARY","2.3","01/01/2016","06/30/2016","A","CWS","Local government","State","757","GU","-","-","-","N","N","245"
"10","2017","2","AK2340751","GAMBELL WATER SYSTEM","AK","COPPER SUMMARY","1.85","07/01/2014","12/31/2014","A","CWS","Local government","State","669","GU","-","-","-","N","N","136"
"10","2017","2","AK2360141","KALTAG PUBLIC WATER SYSTEM","AK","COPPER SUMMARY","3.3","07/01/2014","12/31/2014","A","CWS","Local government","State","214","GU","-","-","-","N","N","64"
"10","2017","2","AK2360141","KALTAG PUBLIC WATER SYSTEM","AK","COPPER SUMMARY","1.4","07/01/2015","12/31/2015","A","CWS","Local government","State","214","GU","-","-","-","N","N","64"
"10","2017","2","AK2360256","FT. YUKON PUBLIC WATER SYSTEM","AK","COPPER SUMMARY","1.807","07/01/2014","12/31/2014","A","CWS","Native American","State","665","GU","-","-","-","N","N","260"
"10","2017","2","AK2360816","RAMPART WASHETERIA","AK","COPPER SUMMARY","2.2","01/01/2017","06/30/2017","A","CWS","Native American","State","53","GW","-","-","-","N","N","4"
"10","2017","2","AK2360816","RAMPART WASHETERIA","AK","COPPER SUMMARY","1.65","07/01/2016","12/31/2016","A","CWS","Native American","State","53","GW","-","-","-","N","N","4"
"04","2017","2","AL0000229","THORSBY WATER WORKS BOARD","AL","COPPER SUMMARY","1.382","01/01/2012","12/31/2014","A","CWS","Local government","State","3465","GW","-","-","-","N","N","1124"
"04","2017","2","AL0001132","WOODLAND WATER BOARD","AL","COPPER SUMMARY","6.01","01/01/2013","12/31/2015","A","CWS","Local government","State","1320","SWP","-","-","-","N","N","440"
"09","2017","2","AZ0401043","TUCSON ELECTRIC POWER","AZ","COPPER SUMMARY","8","01/01/2012","12/31/2014","A","NTNCWS","Private","State","380","SW","-","01-01","12-31","N","N","81"
"09","2017","2","AZ0404233","SOLITUDE TRAILS DWID","AZ","COPPER SUMMARY","1.41","01/01/2015","12/31/2015","A","CWS","Private","State","90","GWP","-","-","-","N","N","75"
"09","2017","2","AZ0404233","SOLITUDE TRAILS DWID","AZ","COPPER SUMMARY","1.76","01/01/2016","12/31/2016","A","CWS","Private","State","90","GWP","-","-","-","N","N","75"
"09","2017","2","AZ0407745","CANAM STEEL CORPORATION","AZ","COPPER SUMMARY","45","01/01/2013","12/31/2015","A","NTNCWS","Private","State","100","GW","-","01-01","12-31","N","N","6"
"09","2017","2","AZ0412348","TREE OF LIFE WATER SYSTEM","AZ","COPPER SUMMARY","1.6","01/01/2017","06/30/2017","A","NTNCWS","Local government","State","60","GW","-","01-01","12-31","N","N","2"
"09","2017","2","AZ0413036","JACKSON ACRES DWID","AZ","COPPER SUMMARY","2.08","01/01/2016","12/31/2016","A","CWS","Private","State","30","GW","-","-","-","N","N","15"
"09","2017","2","AZ0413202","COLDWATER CANYON 3","AZ","COPPER SUMMARY","1.35","01/01/2016","12/31/2018","A","CWS","Public/Private","State","86","GW","-","-","-","N","N","48"
"09","2017","2","AZ0413358","WICKENBURG RANCH ESTATES","AZ","COPPER SUMMARY","1.37","01/01/2016","06/30/2016","A","CWS","Public/Private","State","243","GW","-","-","-","N","N","256"
"09","2017","2","AZ0414044","ANTELOPE UNION HIGH SCHOOL","AZ","COPPER SUMMARY","2.11","01/01/2016","12/31/2016","A","NTNCWS","Local government","State","375","SW","-","01-01","12-31","N","Y","17"
"09","2017","2","AZ0414432","MOUNTAIN VIEW MOBILE VILLAGE","AZ","COPPER SUMMARY","3.16","01/01/2012","12/31/2014","A","CWS","Public/Private","State","75","GW","-","-","-","N","N","51"
"09","2017","2","AZ0415006","BROOKE WATER LLC - MOOVALYA KEYS","AZ","COPPER SUMMARY","1.62","01/01/2013","12/31/2015","A","CWS","Private","State","1390","SW","-","-","-","N","N","536"
"09","2017","2","CA0400003","HARTLEY MUTUAL WATER SYSTEM","CA","COPPER SUMMARY","2.3","07/01/2015","12/31/2015","A","CWS","Local government","State","31","GW","-","-","-","N","N","16"
"09","2017","2","CA0400003","HARTLEY MUTUAL WATER SYSTEM","CA","COPPER SUMMARY","3.04","01/01/2016","06/30/2016","A","CWS","Local government","State","31","GW","-","-","-","N","N","16"
"09","2017","2","CA0400003","HARTLEY MUTUAL WATER SYSTEM","CA","COPPER SUMMARY","2.3","01/01/2015","12/31/2015","A","CWS","Local government","State","31","GW","-","-","-","N","N","16"
"09","2017","2","CA0400003","HARTLEY MUTUAL WATER SYSTEM","CA","COPPER SUMMARY","1.386","07/01/2014","12/31/2014","A","CWS","Local government","State","31","GW","-","-","-","N","N","16"
"09","2017","2","CA0400003","HARTLEY MUTUAL WATER SYSTEM","CA","COPPER SUMMARY","2.3","01/01/2012","12/31/2014","A","CWS","Local government","State","31","GW","-","-","-","N","N","16"
"09","2017","2","CA0900304","SILVERFORK SCHOOL (HEALTH)","CA","COPPER SUMMARY","1.85","01/01/2014","12/31/2016","A","NTNCWS","Local government","State","25","GW","-","01-01","12-31","N","Y","1"
"09","2017","2","CA0900659","SIERRA TAHOE MAIN LODGE","CA","COPPER SUMMARY","2.215","07/01/2016","12/31/2016","A","TNCWS","Private","State","500","GW","-","01-01","12-31","N","N","4"
"09","2017","2","CA0900659","SIERRA TAHOE MAIN LODGE","CA","COPPER SUMMARY","2.595","01/01/2016","06/30/2016","A","TNCWS","Private","State","500","GW","-","01-01","12-31","N","N","4"
"09","2017","2","CA0900659","SIERRA TAHOE MAIN LODGE","CA","COPPER SUMMARY","2.14","01/01/2015","12/31/2015","A","TNCWS","Private","State","500","GW","-","01-01","12-31","N","N","4"
"09","2017","2","CA0900659","SIERRA TAHOE MAIN LODGE","CA","COPPER SUMMARY","1.92","07/01/2015","12/31/2015","A","TNCWS","Private","State","500","GW","-","01-01","12-31","N","N","4"
"09","2017","2","CA0901217","BEAR STATE WATER WORKS","CA","COPPER SUMMARY","2.43","01/01/2014","12/31/2016","A","CWS","Private","State","100","GW","-","-","-","N","N","33"
"09","2017","2","CA1000040","FCWWD #37/MILE HIGH","CA","COPPER SUMMARY","1.7","01/01/2013","12/31/2015","A","CWS","Local government","State","128","GW","-","-","-","N","N","46"
"09","2017","2","CA1000058","MUSICK CREEK TRACT ASSOCIATION","CA","COPPER SUMMARY","1.48","07/01/2014","12/31/2014","A","CWS","Private","State","57","GW","-","-","-","N","N","47"
"09","2017","2","CA1000072","SHAVER LAKE POINT #2","CA","COPPER SUMMARY","2.05","07/01/2014","12/31/2014","A","CWS","Private","State","202","GW","-","-","-","N","N","94"
"09","2017","2","CA1010501","NPS-GRANT GROVE","CA","COPPER SUMMARY","1.57","01/01/2015","06/30/2015","A","CWS","Federal government","State","2950","GW","-","-","-","N","N","100"
"09","2017","2","CA1010501","NPS-GRANT GROVE","CA","COPPER SUMMARY","2.95","01/01/2016","12/31/2016","A","CWS","Federal government","State","2950","GW","-","-","-","N","N","100"
"09","2017","2","CA1010501","NPS-GRANT GROVE","CA","COPPER SUMMARY","1.75","01/01/2016","06/30/2016","A","CWS","Federal government","State","2950","GW","-","-","-","N","N","100"
"09","2017","2","CA1010501","NPS-GRANT GROVE","CA","COPPER SUMMARY","2.25","07/01/2015","12/31/2015","A","CWS","Federal government","State","2950","GW","-","-","-","N","N","100"
"09","2017","2","CA1200729","ORLEANS C.S.D.","CA","COPPER SUMMARY","350","01/01/2014","12/31/2016","A","CWS","Local government","State","430","SW","-","-","-","N","N","139"
"09","2017","2","CA1206004","PALMER CREEK CSD","CA","COPPER SUMMARY","1.7","01/01/2015","12/31/2015","N","CWS","Local government","State","320","GW","12-DEC-2016","01-01","12-31","N","N","129"
"09","2017","2","CA1300616","PALO VERDE COUNTY WATER DIST.","CA","COPPER SUMMARY","4.05","01/01/2014","12/31/2016","A","CWS","Local government","State","410","GW","-","-","-","N","N","134"
"09","2017","2","CA1503675","BROOKFIELD RENEWABLE POWER WATER SYSTEM","CA","COPPER SUMMARY","1.9","07/01/2014","12/31/2014","N","NTNCWS","Private","State","11","GW","12-FEB-2016","01-01","12-31","N","N","1"
"09","2017","2","CA1503682","SUNSELECT PRODUCE, INC.","CA","COPPER SUMMARY","1.7","01/01/2015","06/30/2015","A","NTNCWS","Private","State","190","GW","-","01-01","12-31","N","N","1"
"09","2017","2","CA1510039","CWS SOUTHLAKE SQUIRREL VALLEY SYSTEM","CA","COPPER SUMMARY","1.93","01/01/2016","06/30/2016","A","CWS","Private","State","2959","GW","-","-","-","N","N","1076"
"09","2017","2","CA1510039","CWS SOUTHLAKE SQUIRREL VALLEY SYSTEM","CA","COPPER SUMMARY","2.03","01/01/2015","06/30/2015","A","CWS","Private","State","2959","GW","-","-","-","N","N","1076"
"09","2017","2","CA1510039","CWS SOUTHLAKE SQUIRREL VALLEY SYSTEM","CA","COPPER SUMMARY","2.36","01/01/2013","12/31/2015","A","CWS","Private","State","2959","GW","-","-","-","N","N","1076"
"09","2017","2","CA1510039","CWS SOUTHLAKE SQUIRREL VALLEY SYSTEM","CA","COPPER SUMMARY","2.39","07/01/2014","12/31/2014","A","CWS","Private","State","2959","GW","-","-","-","N","N","1076"
"09","2017","2","CA1510039","CWS SOUTHLAKE SQUIRREL VALLEY SYSTEM","CA","COPPER SUMMARY","2.49","07/01/2016","12/31/2016","A","CWS","Private","State","2959","GW","-","-","-","N","N","1076"
"09","2017","2","CA1510043","CWS-ONYX WATER SYSTEM","CA","COPPER SUMMARY","1.76","01/01/2015","06/30/2015","A","CWS","Private","State","686","GW","-","-","-","N","N","193"
"09","2017","2","CA1510043","CWS-ONYX WATER SYSTEM","CA","COPPER SUMMARY","1.41","01/01/2012","12/31/2014","A","CWS","Private","State","686","GW","-","-","-","N","N","193"
"09","2017","2","CA1510043","CWS-ONYX WATER SYSTEM","CA","COPPER SUMMARY","1.5","07/01/2016","12/31/2016","A","CWS","Private","State","686","GW","-","-","-","N","N","193"
