"EPA Region","Submission Year","Submission Quarter","PWS ID","PWS Name","Primacy Agency Code","Contaminant Name","Sample Measure (mg/L)","Sampling Start Date","Sampling End Date","PWS Activity Code","PWS Type Code","Owner Type Description","Primacy Type Description","Population Served Count","Primary Source Code","PWS Deactivation Date","Season Begin Date","Season End Date","Is Wholesaler Ind","Is School Or Daycare Ind","Service Connections Count"
"05","2017","3","050594220","BALL CLUB HEAD START","05","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","NTNCWS","Native American","Tribal","25","GW","-","01-01","12-31","N","Y","1"
"05","2017","3","050594220","BALL CLUB HEAD START","05","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","NTNCWS","Native American","Tribal","25","GW","-","01-01","12-31","N","Y","1"
"05","2017","3","050594221","ONIGUM HEAD START","05","LEAD SUMMARY","0","01/01/2017","06/30/2017","A","NTNCWS","Native American","Tribal","25","GW","-","01-01","12-31","N","Y","1"
"05","2017","3","050594221","ONIGUM HEAD START","05","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","NTNCWS","Native American","Tribal","25","GW","-","01-01","12-31","N","Y","1"
"05","2017","3","050594221","ONIGUM HEAD START","05","LEAD SUMMARY",".0044","01/01/2016","06/30/2016","A","NTNCWS","Native American","Tribal","25","GW","-","01-01","12-31","N","Y","1"
"05","2017","3","055293801","WAH WAHS NOO DA KE","05","LEAD SUMMARY",".003","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","25","GW","-","-","-","N","N","17"
"05","2017","3","055293801","WAH WAHS NOO DA KE","05","LEAD SUMMARY","0","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","25","GW","-","-","-","N","N","17"
"05","2017","3","055293901","PINE CREEK RESERVATION","05","LEAD SUMMARY",".004","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","170","GW","-","-","-","N","N","61"
"05","2017","3","055293901","PINE CREEK RESERVATION","05","LEAD SUMMARY",".003","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","170","GW","-","-","-","N","N","61"
"05","2017","3","055294701","NAYTAHWAUSH","05","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","462","GW","-","-","-","N","N","138"
"05","2017","3","055294701","NAYTAHWAUSH","05","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","462","GW","-","-","-","N","N","138"
"05","2017","3","055294702","PONSFORD/PINE POINT","05","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","70","GW","-","-","-","N","N","23"
"05","2017","3","055294702","PONSFORD/PINE POINT","05","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","70","GW","-","-","-","N","N","23"
"05","2017","3","055294704","WHITE EARTH","05","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","455","GW","-","-","-","N","N","136"
"05","2017","3","055294704","WHITE EARTH","05","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","455","GW","-","-","-","N","N","136"
"05","2017","3","055294708","CHIPPEWA RANCH","05","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","30","GW","-","-","-","N","N","11"
"05","2017","3","055294708","CHIPPEWA RANCH","05","LEAD SUMMARY",".00112","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","30","GW","-","-","-","N","N","11"
"05","2017","3","055295207","BLACKWELL COMMUNITY","05","LEAD SUMMARY",".00052","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","33","GW","-","-","-","N","N","11"
"05","2017","3","055295301","NEW POST","05","LEAD SUMMARY",".006","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","150","GW","-","-","-","N","N","51"
"05","2017","3","055295301","NEW POST","05","LEAD SUMMARY",".004","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","150","GW","-","-","-","N","N","51"
"05","2017","3","055295301","NEW POST","05","LEAD SUMMARY",".005","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","150","GW","-","-","-","N","N","51"
"05","2017","3","055295510","NEOPIT","05","LEAD SUMMARY",".00077","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","1162","GW","-","-","-","N","N","229"
"06","2017","3","062004183","KICKAPOO HOUSING COMPLEX","06","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","683","GW","-","-","-","N","N","61"
"06","2017","3","062004193","KICKAPOO NEW GAMING ENTERPRISE","06","LEAD SUMMARY","0","01/01/2016","12/31/2018","A","NTNCWS","Native American","Tribal","1920","GW","-","01-01","12-31","N","N","1"
"06","2017","3","063500116","SAN ILDEFONSO PUEBLO","06","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","608","GW","-","-","-","N","N","257"
"06","2017","3","063500123","ZIA PUEBLO","06","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","995","GW","-","-","-","N","N","213"
"06","2017","3","063502084","ISLETA LOS CHARCOS","06","LEAD SUMMARY",".003","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","80","GW","-","-","-","N","N","25"
"06","2017","3","063503111","LAGUNA VALLEY","06","LEAD SUMMARY",".0006","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","3760","SWP","-","-","-","N","N","891"
"06","2017","3","063506111","LDC LAGUNA ROUTE 66 CASINO","06","LEAD SUMMARY",".002","01/01/2017","06/30/2017","A","NTNCWS","Native American","Tribal","8658","GW","-","01-01","12-31","N","N","4"
"06","2017","3","063506111","LDC LAGUNA ROUTE 66 CASINO","06","LEAD SUMMARY","0","01/01/2016","12/31/2016","A","NTNCWS","Native American","Tribal","8658","GW","-","01-01","12-31","N","N","4"
"06","2017","3","063506114","SANDIA RESORT & CASINO","06","LEAD SUMMARY",".025","01/01/2016","12/31/2016","A","NTNCWS","Native American","Tribal","15000","GW","-","01-01","12-31","N","N","10"
"06","2017","3","063506114","SANDIA RESORT & CASINO","06","LEAD SUMMARY",".0315","01/01/2017","06/30/2017","A","NTNCWS","Native American","Tribal","15000","GW","-","01-01","12-31","N","N","10"
"07","2017","3","070000005","WINNEBAGO, VILLAGE OF","07","LEAD SUMMARY",".00174","01/01/2016","12/31/2018","A","CWS","Native American","Tribal","768","GW","-","-","-","N","N","310"
"07","2017","3","070000006","WINNEBAGO TRIBE POW WOW GROUNDS","07","LEAD SUMMARY","0","01/01/2016","12/31/2018","A","CWS","Native American","Tribal","80","GWP","-","-","-","N","N","45"
"07","2017","3","070000010","WINNEBAGO TRIBE- THUNDER WAY HOUSING","07","LEAD SUMMARY",".00155","01/01/2016","12/31/2018","A","CWS","Federal government","Tribal","60","GWP","-","-","-","N","N","80"
"07","2017","3","070000017","BLACKBIRD BEND CASINO","07","LEAD SUMMARY",".00109","01/01/2016","06/30/2016","A","NTNCWS","Native American","Tribal","919","GW","-","01-01","12-31","N","N","1"
"07","2017","3","070000017","BLACKBIRD BEND CASINO","07","LEAD SUMMARY",".00179","07/01/2016","12/31/2016","A","NTNCWS","Native American","Tribal","919","GW","-","01-01","12-31","N","N","1"
"08","2017","3","083090002","BLACKFEET DORM. WATER SYSTEM","08","LEAD SUMMARY","0","01/01/2017","06/30/2017","A","CWS","Federal government","Tribal","160","GW","-","-","-","N","N","14"
"08","2017","3","083090002","BLACKFEET DORM. WATER SYSTEM","08","LEAD SUMMARY","0","07/01/2017","12/31/2017","A","CWS","Federal government","Tribal","160","GW","-","-","-","N","N","14"
"08","2017","3","083090003","BLACKFOOT WATER SYSTEM","08","LEAD SUMMARY",".001","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","56","GW","-","-","-","N","N","13"
"08","2017","3","083090016","PRETTY EAGLE SCHOOL","08","LEAD SUMMARY",".007","01/01/2017","12/31/2017","A","NTNCWS","Native American","Tribal","188","GW","-","01-01","12-31","N","Y","5"
"08","2017","3","083090016","PRETTY EAGLE SCHOOL","08","LEAD SUMMARY",".002","01/01/2016","12/31/2016","A","NTNCWS","Native American","Tribal","188","GW","-","01-01","12-31","N","Y","5"
"08","2017","3","083090023","DIXON (OLD AGENCY)","08","LEAD SUMMARY",".002","01/01/2016","12/31/2018","A","CWS","Native American","Tribal","60","GW","-","-","-","N","N","39"
"08","2017","3","083090050","ASSINIBOINE & SIOUX RURAL WATER SYSTEM","08","LEAD SUMMARY",".003","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","690","SW","-","-","-","Y","N","245"
"08","2017","3","083090050","ASSINIBOINE & SIOUX RURAL WATER SYSTEM","08","LEAD SUMMARY",".089","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","690","SW","-","-","-","Y","N","245"
"08","2017","3","083090050","ASSINIBOINE & SIOUX RURAL WATER SYSTEM","08","LEAD SUMMARY",".003","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","690","SW","-","-","-","Y","N","245"
"08","2017","3","083090051","POPLAR","08","LEAD SUMMARY","0","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","2900","SWP","-","-","-","N","Y","970"
"08","2017","3","083090051","POPLAR","08","LEAD SUMMARY",".011","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","2900","SWP","-","-","-","N","Y","970"
"08","2017","3","083090051","POPLAR","08","LEAD SUMMARY",".009","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","2900","SWP","-","-","-","N","Y","970"
"08","2017","3","083090052","FORT KIPP SUBDIVISION WATER SYSTEM","08","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","130","SWP","-","-","-","N","N","42"
"08","2017","3","083090052","FORT KIPP SUBDIVISION WATER SYSTEM","08","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","130","SWP","-","-","-","N","N","42"
"08","2017","3","083090053","FRAZER WATER SYSTEM","08","LEAD SUMMARY","0","01/01/2016","12/31/2018","A","CWS","Native American","Tribal","452","SWP","-","-","-","N","N","124"
"08","2017","3","083090053","FRAZER WATER SYSTEM","08","LEAD SUMMARY","0","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","452","SWP","-","-","-","N","N","124"
"08","2017","3","083090057","BROCKTON, TOWN OF","08","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","270","SWP","-","-","-","N","N","121"
"08","2017","3","083090057","BROCKTON, TOWN OF","08","LEAD SUMMARY","0","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","270","SWP","-","-","-","N","N","121"
"08","2017","3","083090062","BIRNEY VILLAGE","08","LEAD SUMMARY","0","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","96","GW","-","-","-","N","N","32"
"08","2017","3","083090063","BUSBY COMMUNITY WATER SYSTEM","08","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","535","GW","-","-","-","N","N","138"
"08","2017","3","083090063","BUSBY COMMUNITY WATER SYSTEM","08","LEAD SUMMARY",".002","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","535","GW","-","-","-","N","N","138"
"08","2017","3","083090301","GRAY WOLF CASINO","08","LEAD SUMMARY",".001","01/01/2017","06/30/2017","A","NTNCWS","Native American","Tribal","223","GW","-","01-01","12-31","N","N","2"
"08","2017","3","083090309","BIG ARM WATER SYSTEM","08","LEAD SUMMARY",".001","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","66","GW","-","-","-","N","Y","22"
"08","2017","3","083890017","PARSHALL LUCKY MOUND","08","LEAD SUMMARY",".0014","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","552","SWP","-","-","-","N","N","184"
"08","2017","3","084690020","ST. FRANCIS","08","LEAD SUMMARY",".0027","01/01/2017","06/30/2017","A","CWS","Local government","Tribal","2450","GW","-","-","-","N","N","800"
"08","2017","3","084690020","ST. FRANCIS","08","LEAD SUMMARY",".001","07/01/2016","12/31/2016","A","CWS","Local government","Tribal","2450","GW","-","-","-","N","N","800"
"08","2017","3","084690026","MNI WICONI WTP / CORELINE","08","LEAD SUMMARY",".0047","01/01/2017","12/31/2017","A","CWS","Native American","Tribal","25","SW","-","-","-","Y","N","64"
"08","2017","3","084690026","MNI WICONI WTP / CORELINE","08","LEAD SUMMARY",".0035","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","25","SW","-","-","-","Y","N","64"
"08","2017","3","084690030","NORTH ALLEN WATER SYSTEM","08","LEAD SUMMARY","0","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","37","SWP","-","-","-","N","N","5"
"08","2017","3","084690465","FLANDREAU BIA SCHOOL","08","LEAD SUMMARY",".0006","01/01/2017","06/30/2017","A","CWS","Federal government","Tribal","347","GWP","-","-","-","N","N","23"
"08","2017","3","084690466","AMERICAN HORSE SCHOOL","08","LEAD SUMMARY",".005","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","300","SWP","-","-","-","N","Y","16"
"08","2017","3","084690466","AMERICAN HORSE SCHOOL","08","LEAD SUMMARY",".004","01/01/2017","12/31/2017","A","CWS","Native American","Tribal","300","SWP","-","-","-","N","Y","16"
"08","2017","3","084690466","AMERICAN HORSE SCHOOL","08","LEAD SUMMARY",".008","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","300","SWP","-","-","-","N","Y","16"
"08","2017","3","084690469","PORCUPINE DAY SCHOOL","08","LEAD SUMMARY",".00056","01/01/2016","12/31/2016","N","CWS","Native American","Tribal","767","GW","17-FEB-2016","01-01","12-31","N","N","118"
"08","2017","3","084690478","WOUNDED KNEE WATER SYSTEM","08","LEAD SUMMARY",".0004","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","200","GWP","-","-","-","N","N","51"
"08","2017","3","084690478","WOUNDED KNEE WATER SYSTEM","08","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","200","GWP","-","-","-","N","N","51"
"08","2017","3","084690481","ALLEN WATER SYSTEM","08","LEAD SUMMARY",".002","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","420","SWP","-","-","-","N","N","56"
"08","2017","3","084690483","WOLF CREEK WATER SYSTEM","08","LEAD SUMMARY","0","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","65","GWP","-","-","-","N","N","13"
"08","2017","3","084690483","WOLF CREEK WATER SYSTEM","08","LEAD SUMMARY",".0005","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","65","GWP","-","-","-","N","N","13"
"08","2017","3","084690486","BATESLAND SOUTH","08","LEAD SUMMARY",".001","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","25","SWP","-","-","-","N","N","5"
"08","2017","3","084990004","WHITE MESA WATER SYSTEM","08","LEAD SUMMARY",".0007","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","300","GW","-","-","-","N","N","85"
"09","2017","3","090400054","BIA Keams Canyon","09","LEAD SUMMARY",".004","07/01/2016","12/31/2016","A","CWS","Federal government","Tribal","861","GW","-","-","-","N","N","169"
"09","2017","3","090400054","BIA Keams Canyon","09","LEAD SUMMARY",".008","01/01/2016","06/30/2016","A","CWS","Federal government","Tribal","861","GW","-","-","-","N","N","169"
"09","2017","3","090400071","Cocopah West","09","LEAD SUMMARY",".0005","01/01/2017","12/31/2019","A","CWS","Native American","Tribal","350","GW","-","-","-","N","N","90"
"09","2017","3","090400073","Cocopah East","09","LEAD SUMMARY",".0008","01/01/2017","12/31/2017","A","CWS","Native American","Tribal","280","GW","-","-","-","N","N","72"
"09","2017","3","090400073","Cocopah East","09","LEAD SUMMARY",".0014","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","280","GW","-","-","-","N","N","72"
"09","2017","3","090400111","SCUA Lower Peridot Bush","09","LEAD SUMMARY",".001","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","276","GW","-","-","-","N","N","46"
"09","2017","3","090400111","SCUA Lower Peridot Bush","09","LEAD SUMMARY",".001","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","276","GW","-","-","-","N","N","46"
"09","2017","3","090400209","White Mesa - NTUA","09","LEAD SUMMARY",".0025","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","376","GW","-","-","-","N","N","98"
"09","2017","3","090400209","White Mesa - NTUA","09","LEAD SUMMARY",".0035","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","376","GW","-","-","-","N","N","98"
"09","2017","3","090400216","Papago Farms Housing CBP","09","LEAD SUMMARY",".002","01/01/2017","12/31/2017","A","NTNCWS","Private","Tribal","32","GWP","-","01-01","12-31","N","N","1"
"09","2017","3","090400218","San Miguel CBP","09","LEAD SUMMARY",".00145","01/01/2016","06/30/2016","A","TNCWS","Federal government","Tribal","25","GW","-","01-01","12-31","N","N","15"
"09","2017","3","090400218","San Miguel CBP","09","LEAD SUMMARY",".002","07/01/2016","12/31/2016","A","TNCWS","Federal government","Tribal","25","GW","-","01-01","12-31","N","N","15"
"09","2017","3","090400233","Desert Diamond Sahuarita","09","LEAD SUMMARY",".001","01/01/2016","12/31/2016","A","NTNCWS","Native American","Tribal","2412","GW","-","01-01","12-31","N","N","1"
"09","2017","3","090400233","Desert Diamond Sahuarita","09","LEAD SUMMARY",".01","01/01/2017","12/31/2017","A","NTNCWS","Native American","Tribal","2412","GW","-","01-01","12-31","N","N","1"
"09","2017","3","090400260","Hopi Cultural Center","09","LEAD SUMMARY",".001","01/01/2016","12/31/2016","A","NTNCWS","Native American","Tribal","325","GW","-","01-01","12-31","N","N","2"
"09","2017","3","090400302","Avi Casino","09","LEAD SUMMARY",".0072","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","3000","GW","-","-","-","N","N","217"
"09","2017","3","090400302","Avi Casino","09","LEAD SUMMARY",".0025","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","3000","GW","-","-","-","N","N","217"
"09","2017","3","090400302","Avi Casino","09","LEAD SUMMARY",".022","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","3000","GW","-","-","-","N","N","217"
"09","2017","3","090400378","Alchesay Fish Hatchery","09","LEAD SUMMARY",".001","07/01/2016","12/31/2016","A","TNCWS","Federal government","Tribal","33","GW","-","01-01","12-31","N","N","10"
"09","2017","3","090400388","Williams Creek Fish Hatchery","09","LEAD SUMMARY",".0011","07/01/2016","12/31/2016","A","TNCWS","Federal government","Tribal","25","GW","-","01-01","12-31","N","N","10"
"09","2017","3","090400394","Mishongnovi (Upper Sipaulovi/Upper Mishongnovi)","09","LEAD SUMMARY",".001","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","450","GW","-","-","-","N","N","24"
"09","2017","3","090400395","Hopi High School - BIA","09","LEAD SUMMARY",".0015","01/01/2017","06/30/2017","A","CWS","Federal government","Tribal","1150","GW","-","-","-","N","Y","55"
"09","2017","3","090400395","Hopi High School - BIA","09","LEAD SUMMARY",".0021","01/01/2016","06/30/2016","A","CWS","Federal government","Tribal","1150","GW","-","-","-","N","Y","55"
"09","2017","3","090400662","BIA San Carlos Forestry","09","LEAD SUMMARY",".001","07/01/2016","12/31/2016","A","NTNCWS","Federal government","Tribal","50","GW","-","01-01","12-31","N","N","5"
